num|date|name|budget|domestic|intl
2100|9/9/2005|The Exorcism of Emily Rose|18000000|75072454|144587700
2101|12/10/1999|Deuce Bigalow: Male Gigolo|18000000|65535067|92935067
2102|2/6/2004|Barbershop 2: Back in Business|18000000|65070412|65842412
2103|12/16/2005|The Family Stone|18000000|60062868|91762868
2104|11/26/2003|Bad Santa|18000000|60060328|60063017
2105|6/12/1987|Predator|18000000|59735548|98267558
2106|5/2/1997|Austin Powers: International Man of Mystery|18000000|53883989|67683989
2107|3/25/2011|Diary of a Wimpy Kid: Rodrick Rules|18000000|52698535|73695194
2108|9/19/1984|Amadeus|18000000|51973029|51973029
2109|4/11/2008|Prom Night|18000000|43869350|57109687
2110|4/8/2011|Soul Surfer|18000000|43853424|47158652
2111|10/10/1986|Peggy Sue Got Married|18000000|41382841|41382841
2112|12/26/2001|Gosford Park|18000000|41300105|41300105
2113|1/11/2002|Orange County|18000000|41059716|43308707
2114|7/26/2013|Blue Jasmine|18000000|33404871|68506869
2115|4/28/2006|United 93|18000000|31567134|77635035
2116|12/5/2003|Honey|18000000|30272254|62192232
2117|10/14/2005|The Fog|18000000|29511112|37048526
2118|5/24/1996|Spy Hard|18000000|26936265|26936265
2119|12/14/1989|Glory|18000000|26593580|26593580
2120|6/29/1984|Conan the Destroyer|18000000|26400000|26400000
2121|6/24/1970|Catch-22|18000000|24911670|24911670
2122|11/14/1980|Raging Bull|18000000|23380203|23380203
2123|9/18/2009|Love Happens|18000000|22965110|35365110
2124|9/25/2009|Fame|18000000|22455510|77956957
2125|12/4/1985|Young Sherlock Holmes|18000000|19739000|19739000
2126|11/5/2010|127 Hours|18000000|18335230|60735230
2127|5/19/2000|Small Time Crooks|18000000|17266359|29934477
2128|5/12/2000|Center Stage|18000000|17200925|17200925
2129|2/6/2004|Catch That Kid|18000000|16703799|16930762
2130|8/16/2013|Jobs|18000000|16131410|26131410
2131|10/26/2001|Life as a House|18000000|15652637|23889158
2132|1/8/2010|Youth in Revolt|18000000|15285588|19685588
2133|7/10/2009|I Love You, Beth Cooper|18000000|14800725|16382538
2134|7/24/1981|Blow Out|18000000|13747234|13747234
2135|3/30/2001|Tailor of Panama|18000000|13491653|27491653
2136|5/22/1981|The Legend of the Lone Ranger|18000000|13400000|13400000
2137|1/31/2014|Labor Day|18000000|13371528|13371528
2138|8/30/2013|Getaway|18000000|10501938|10501938
2139|9/26/1997|The Ice Storm|18000000|8038061|16011975
2140|10/15/2004|Being Julia|18000000|7739049|14488705
2141|3/22/1989|Troop Beverly Hills|18000000|7190505|7190505
2142|2/21/1986|Nine 1/2 Weeks|18000000|6734844|6734844
2143|1/15/2010|The Last Station|18000000|6617867|15696146
2144|6/26/1981|Dragonslayer|18000000|6000000|6000000
2145|9/30/1994|Ed Wood|18000000|5828466|5828466
2146|10/8/2008|RocknRolla|18000000|5700626|27794339
2147|6/25/1982|Megaforce|18000000|5675599|5675599
2148|8/20/2010|Mao's Last Dancer|18000000|4806750|12949849
2149|12/25/1996|Hamlet|18000000|4501094|7129670
2150|12/29/1995|Restoration|18000000|4100000|4100000
2151|9/27/2013|Metallica Through the Never|18000000|3422409|9085348
2152|9/19/2003|Anything Else|18000000|3203044|13203044
2153|2/23/1996|Unforgettable|18000000|2483790|2483790
2154|12/30/2009|Das Weisse Band: Eine deutsche Kindergeschichte|18000000|2222862|25727044
2155|4/26/2002|The Salton Sea|18000000|676698|676698
2156|4/24/2009|The Informers|18000000|315000|315000
2157|9/24/1999|One Man's Hero|18000000|229311|229311
2158|10/15/2010|Carlos|18000000|145526|145526
2159|12/31/2008|I Come with the Rain|18000000|0|627422
2160|4/8/2008|Day of the Dead|18000000|0|0
2161|12/31/2014|The Prince|18000000|0|0
2162|6/28/1985|Red Sonja|17900000|6905861|6905861
2163|8/17/2007|Superbad|17500000|121463226|169863226
2164|2/20/2009|Madea Goes To Jail|17500000|90508336|90508336
2165|2/14/2008|Step Up 2 the Streets|17500000|58017783|148586910
2166|12/16/2005|Hoodwinked|17500000|51386611|109843390
2167|11/21/2007|Hitman|17500000|39687694|99965792
2168|12/22/2004|Hotel Rwanda|17500000|23519128|36521223
2169|11/27/2013|Black Nativity|17500000|7018188|7018188
2170|4/25/2003|City of Ghosts|17500000|325491|325491
2171|8/10/2001|The Others|17000000|96522687|209947037
2172|7/18/1986|Aliens|17000000|85160248|183316455
2173|10/17/1997|I Know What You Did Last Summer|17000000|72250091|125250091
2174|10/22/1964|My Fair Lady|17000000|72000000|72000000
2175|10/22/2004|Sideways|17000000|71502303|109874155
2176|11/15/2013|The Best Man Holiday|17000000|70525195|71625195
2177|2/13/2009|Friday the 13th|17000000|65002019|91700771
2178|9/28/2012|Pitch Perfect|17000000|65001093|115331177
2179|8/5/1998|Halloween: H2O|17000000|55041738|55041738
2180|4/5/2013|Evil Dead|17000000|54239856|97402049
2181|8/27/2004|Jet Li's Hero|17000000|53652140|177535958
2182|3/10/2006|The Hills Have Eyes|17000000|41778863|70355813
2183|3/1/2002|40 Days and 40 Nights|17000000|37939782|95092667
2184|10/10/2003|Good Boy!|17000000|37667746|45312217
2185|1/26/2007|Smokin' Aces|17000000|35662731|56047261
2186|10/2/1998|A Night at the Roxbury|17000000|30331165|30331165
2187|3/4/2011|Beastly|17000000|27865571|38028230
2188|3/5/2010|Brooklyn's Finest|17000000|27163593|39233233
2189|7/9/1982|Tron|17000000|26918576|26918576
2190|8/20/2010|Lottery Ticket|17000000|24719879|24719879
2191|9/5/2003|Dickie Roberts: Former Child Star|17000000|22734486|23734486
2192|3/31/2006|ATL|17000000|21170563|21170563
2193|8/24/2001|Summer Catch|17000000|19693891|19693891
2194|12/11/1998|A Simple Plan|17000000|16316273|16316273
2195|3/24/2006|Larry the Cable Guy: Health Inspector|17000000|15680099|15680099
2196|11/27/2002|Wes Craven Presents: They|17000000|12840842|16140842
2197|10/1/1999|The Adventures of Elmo in Grouchland|17000000|11634458|11634458
2198|7/24/1987|Superman IV: The Quest for Peace|17000000|11227824|11227824
2199|1/1/1963|55 Days at Peking|17000000|10000000|10000000
2200|4/21/2006|American Dreamz|17000000|7314027|16510971
2201|2/24/2006|Running Scared|17000000|6855137|8345277
2202|8/24/2012|The Apparition|17000000|4936819|6909667
2203|4/30/2004|Bobby Jones: Stroke of Genius|17000000|2694071|2694071
2204|8/29/1986|Shanghai Surprise|17000000|2315000|2315000
2205|12/25/2010|L'illusionniste|17000000|2231474|5631474
2206|1/1/1981|Roar|17000000|2000000|2000000
2207|10/17/2003|Veronica Guerin|17000000|1569918|9438074
2208|11/14/2007|Southland Tales|17000000|275380|364607
2209|6/23/2009|Chasseurs de dragons|17000000|0|13446115
2210|10/21/1977|Damnation Alley|17000000|0|0
2211|11/10/2006|FUR: An Imaginary Portrait of Diane Arbus|16800000|223202|2281089
2212|12/11/1987|Wall Street|16500000|43848100|43848100
2213|12/11/1995|Sense and Sensibility|16500000|42993774|134993774
2214|8/18/2006|The Illusionist|16500000|39868642|83792062
2215|8/3/2007|Becoming Jane|16500000|18663911|39364948
2216|12/19/2003|House of Sand and Fog|16500000|13005485|16157923
2217|9/21/2007|Sydney White|16500000|11892415|13636339
2218|12/31/2007|Arn - Tempelriddaren|16500000|0|14900000
2219|6/2/1989|Dead Poets' Society|16400000|95860116|239500000
2220|12/16/1994|Dumb & Dumber|16000000|127175374|246400000
2221|5/19/2000|Road Trip|16000000|68525609|119739110
2222|12/8/1982|The Verdict|16000000|53977250|53977250
2223|1/15/1999|Varsity Blues|16000000|52894169|54294169
2224|5/25/2012|Moonrise Kingdom|16000000|45512466|64012466
2225|11/25/2011|The Artist|16000000|44667095|128256712
2226|1/9/2009|The Unborn|16000000|42670410|78208812
2227|8/2/2002|The Master of Disguise|16000000|40363530|40363530
2228|10/6/2006|The Texas Chainsaw Massacre: The Beginning|16000000|39517763|50517763
2229|12/29/2006|El Laberinto del Fauno|16000000|37634615|87041569
2230|2/4/2011|The Roommate|16000000|37300107|40497461
2231|2/2/2007|The Messengers|16000000|35374833|53774833
2232|3/2/2001|See Spot Run|16000000|33357476|43057552
2233|8/9/1991|Double Impact|16000000|29090445|29090445
2234|6/27/2001|Baby Boy|16000000|28734552|28734552
2235|4/11/2001|Joe Dirt|16000000|27087695|30987695
2236|9/12/2008|The Women|16000000|26902075|50103808
2237|4/20/2007|Hot Fuzz|16000000|23618786|81742618
2238|8/15/2008|Vicky Cristina Barcelona|16000000|23216709|104504817
2239|6/16/2000|Boys and Girls|16000000|21799652|21799652
2240|11/18/1994|Léon|16000000|19284974|45284974
2241|3/12/2010|Remember Me|16000000|19068240|56506120
2242|10/11/2002|White Oleander|16000000|16357770|21657770
2243|9/18/2009|Jennifer's Body|16000000|16204793|32832166
2244|3/3/2000|Drowning Mona|16000000|15427192|15980376
2245|1/30/1987|Radio Days|16000000|14792779|14792779
2246|7/18/2003|How to Deal|16000000|14108518|14108518
2247|5/28/2004|Soul Plane|16000000|13922211|14553807
2248|12/9/1988|My Stepmother Is an Alien|16000000|13854000|13854000
2249|6/29/2012|People Like Us|16000000|12431792|12431792
2250|5/28/1999|The Thirteenth Floor|16000000|11810854|11810854
2251|9/3/2004|The Cookout|16000000|11540112|11540112
2252|1/1/1979|Meteor|16000000|8400000|8400000
2253|3/7/1986|Highlander|16000000|5900000|12900000
2254|5/3/2002|Hollywood Ending|16000000|4839383|14839383
2255|9/15/2000|Duets|16000000|4734235|4734235
2256|8/13/1999|Detroit Rock City|16000000|4217115|4217115
2257|10/19/2007|Things We Lost in the Fire|16000000|3287315|8120148
2258|4/5/2013|Trance|16000000|2322593|22594052
2259|8/15/1997|Steel|16000000|1686429|1686429
2260|12/21/2005|The White Countess|16000000|1669971|2814566
2261|7/25/2008|Bienvenue chez les Ch'tis|16000000|1477650|247474497
2262|9/24/2010|Enter the Void|16000000|337997|337997
2263|12/31/2008|Good|16000000|31631|31631
2264|11/2/2012|Vamps|16000000|3361|3361
2265|12/31/1998|Trance|16000000|0|0
2266|1/1/1972|High Plains Drifter|15700000|15700000|15700000
2267|6/21/2002|Juwanna Mann|15600000|13571817|13771817
2268|6/8/2007|La Môme|15500000|10299782|86339907
2269|11/15/2002|Ararat|15500000|1693000|1693000
2270|4/13/2007|Slow Burn|15500000|1237615|1237615
2271|4/22/2005|Madison|15500000|517262|517262
2272|2/26/2010|The Yellow Handkerchief|15500000|318623|318623
2273|9/27/2002|Wasabi|15300000|81525|7000000
2274|3/31/2006|Slither|15250000|7802450|12930343
2275|11/16/1990|Home Alone|15000000|285761243|476684675
2276|12/5/1984|Beverly Hills Cop|15000000|234760478|316300000
2277|5/16/1986|Top Gun|15000000|179800601|356800601
2278|12/17/1982|Tootsie|15000000|177200000|177200000
2279|11/25/1987|3 Men and a Baby|15000000|167780960|167780960
2280|11/26/2010|The King's Speech|15000000|138797449|430821166
2281|9/15/1999|American Beauty|15000000|130058047|356258047
2282|12/8/2000|Crouching Tiger, Hidden Dragon|15000000|128067808|213200000
2283|12/9/1988|Twins|15000000|111936388|216600000
2284|12/20/1996|Scream|15000000|103046663|173046663
2285|10/25/2013|Jackass Presents: Bad Grandpa|15000000|102003019|160903019
2286|12/18/1985|The Color Purple|15000000|93589701|93589701
2287|3/30/1988|Beetle Juice|15000000|73326666|73326666
2288|11/18/1959|Ben-Hur|15000000|73000000|73000000
2289|1/18/2013|Mama|15000000|71628180|148041253
2290|10/10/1980|Private Benjamin|15000000|69847348|69847348
2291|3/6/1987|Lethal Weapon|15000000|65192350|120192350
2292|3/19/2010|Diary of a Wimpy Kid|15000000|64003625|76954311
2293|8/31/2007|Halloween|15000000|58269151|77514401
2294|9/30/2006|The Queen|15000000|56441711|128885873
2295|2/3/2012|The Woman in Black|15000000|54333290|128955898
2296|12/21/1994|Little Women|15000000|50003303|50003303
2297|1/1/1979|The Deer Hunter|15000000|50000000|50000000
2298|2/3/2006|When a Stranger Calls|15000000|47860214|66944472
2299|2/8/2002|Big Fat Liar|15000000|47811275|52375275
2300|8/15/1997|Cop Land|15000000|44906632|63706632
2301|12/25/1997|Wag the Dog|15000000|43057470|64252038
2302|2/22/2013|Snitch|15000000|42930462|48120954
2303|5/2/2003|The Lizzie McGuire Movie|15000000|42734455|55534455
2304|9/21/2012|End of Watch|15000000|41003371|53041274
2305|12/25/1998|The Faculty|15000000|40283321|40283321
2306|12/14/2001|Not Another Teen Movie|15000000|37882551|62401343
2307|12/16/1962|Lawrence of Arabia|15000000|37495385|69995385
2308|9/16/2011|Drive|15000000|35060689|78054825
2309|3/31/2000|The Skulls|15000000|35007180|35007180
2310|10/10/1966|Hawaii|15000000|34562222|34562222
2311|4/18/2003|Malibu's Most Wanted|15000000|34308901|34499204
2312|9/4/2009|All About Steve|15000000|33862903|40127259
2313|4/28/2000|Where the Heart Is|15000000|33771174|40862054
2314|8/28/2009|Halloween 2|15000000|33392973|38512850
2315|2/18/2005|Because of Winn-Dixie|15000000|32647042|33508485
2316|4/22/2009|earth|15000000|32011576|109011576
2317|2/4/2005|The Wedding Date|15000000|31726995|47175038
2318|9/25/1987|The Princess Bride|15000000|30857000|30857000
2319|7/12/2002|Halloween: Resurrection|15000000|30259652|37659652
2320|12/25/2007|The Great Debaters|15000000|30226144|30261293
2321|6/12/1981|Clash of the Titans|15000000|30000000|44400000
2322|2/20/2004|Confessions of a Teenage Drama Queen|15000000|29331068|33118854
2323|4/17/1998|The Object of my Affection|15000000|29145924|29145924
2324|5/11/2007|28 Weeks Later|15000000|28638916|64232714
2325|4/11/1997|Grosse Pointe Blank|15000000|28084357|31070412
2326|4/21/2000|Love and Basketball|15000000|27441122|27709625
2327|10/27/2000|Book of Shadows: Blair Witch 2|15000000|26421314|47721314
2328|10/10/1997|Boogie Nights|15000000|26410771|43111725
2329|7/23/2010|Ramona and Beezus|15000000|26167002|27469621
2330|5/3/1996|The Craft|15000000|24769466|55669466
2331|12/28/2005|Match Point|15000000|23089926|87989926
2332|11/5/1993|The Remains of the Day|15000000|22954968|63954968
2333|1/15/1993|Nowhere to Run|15000000|22189039|52189039
2334|9/22/2000|Urban Legends: Final Cut|15000000|21468807|38574362
2335|3/29/2013|The Place Beyond the Pines|15000000|21403519|47011449
2336|10/20/2006|Flicka|15000000|21000147|21896367
2337|3/23/2007|The Hills Have Eyes II|15000000|20804166|37466538
2338|12/22/2010|Country Strong|15000000|20218921|20551476
2339|10/11/2002|Tuck Everlasting|15000000|19161999|19344615
2340|10/13/2006|The Marine|15000000|18844784|22165608
2341|7/24/1998|Disturbing Behavior|15000000|17507368|17507368
2342|3/6/1998|The Big Lebowski|15000000|17498804|46189568
2343|6/26/2009|The Hurt Locker|15000000|17017811|49894223
2344|1/28/2000|Eye of the Beholder|15000000|16500786|18260865
2345|11/2/2012|The Man with the Iron Fists|15000000|15634090|21985095
2346|11/30/2012|Killing Them Softly|15000000|14945541|37238774
2347|4/20/2001|Freddy Got Fingered|15000000|14249005|14249005
2348|8/19/2011|One Day|15000000|13843771|48086053
2349|10/2/2009|Whip It|15000000|13043363|18856151
2350|1/11/2008|The Pirates Who Don't Do Anything: A VeggieTales Movie|15000000|12981269|13248444
2351|1/23/2008|U2 3D|15000000|12898847|26170402
2352|9/1/2000|Highlander: Endgame|15000000|12801190|12801190
2353|8/25/2006|Idlewild|15000000|12669914|12669914
2354|4/25/2003|Confidence|15000000|12212417|12212417
2355|10/11/2002|Knockaround Guys|15000000|11660180|12419700
2356|8/27/1999|The Muse|15000000|11614954|11614954
2357|4/3/1998|Barney's Great Adventure|15000000|11156471|11156471
2358|3/1/1989|New York Stories|15000000|10763469|10763469
2359|11/25/1998|Home Fries|15000000|10513979|10513979
2360|3/24/2000|Here on Earth|15000000|10494147|10845127
2361|10/8/2004|Raise Your Voice|15000000|10411980|14811980
2362|12/18/1985|Brazil|15000000|9929135|9929135
2363|4/23/1993|The Dark Half|15000000|9579068|9579068
2364|3/2/2007|Black Snake Moan|15000000|9396870|9396870
2365|2/21/2003|Dark Blue|15000000|9237470|12262065
2366|5/10/2013|Peeples|15000000|9177065|9177065
2367|6/22/2007|A Mighty Heart|15000000|9176787|18932117
2368|9/30/1983|Brainstorm|15000000|8921050|8921050
2369|3/24/2000|Whatever it Takes|15000000|8735529|8735529
2370|3/21/2003|Boat Trip|15000000|8586376|14933713
2371|5/22/2002|The Importance of Being Earnest|15000000|8378141|8378141
2372|5/21/1999|The Love Letter|15000000|8322608|8322608
2373|5/5/2006|Hoot|15000000|8117637|8224998
2374|2/8/2008|In Bruges|15000000|7800825|34533783
2375|12/28/2012|Promised Land|15000000|7597898|9300336
2376|10/8/2001|Mulholland Drive|15000000|7219578|11919578
2377|8/20/2008|The Rocker|15000000|6409528|8767338
2378|6/19/2009|Whatever Works|15000000|5306706|35106706
2379|7/19/2000|The In Crowd|15000000|5217498|5217498
2380|12/14/2005|Los tres entierros de Melquiades Estrada|15000000|5027684|13454474
2381|9/24/1999|Jakob the Liar|15000000|4956401|4956401
2382|9/28/2007|Se jie|15000000|4604982|65696051
2383|10/21/2005|Kiss Kiss, Bang Bang|15000000|4235837|13105837
2384|4/30/1999|Idle Hands|15000000|4023741|4023741
2385|9/22/2010|You Will Meet a Tall Dark Stranger|15000000|3247816|34247816
2386|9/15/2010|Never Let Me Go|15000000|2434652|11509512
2387|12/25/2003|The Company|15000000|2281585|3396508
2388|7/18/2008|Transsiberian|15000000|2203641|6379575
2389|10/22/1999|Crazy in Alabama|15000000|1954202|1954202
2390|1/17/1986|The Clan of the Cave Bear|15000000|1953732|1953732
2391|6/2/2006|Banlieue 13|15000000|1200216|11208291
2392|11/12/1999|Felicia's Journey|15000000|824295|1970268
2393|1/25/2002|Metropolis (2002)|15000000|673414|673414
2394|12/1/1995|Things to Do in Denver when You're Dead|15000000|529766|529766
2395|2/6/2004|The Return|15000000|501752|2658490
2396|7/25/2003|Buffalo Soldiers|15000000|353743|353743
2397|4/25/2003|Steal (Canadian Release)|15000000|220944|220944
2398|8/27/2010|Centurion|15000000|123570|6623570
2399|10/23/2009|Ong-Bak 2|15000000|102458|7583050
2400|12/31/1996|Silent Trigger|15000000|76382|76382
2401|8/1/2008|Midnight Meat Train|15000000|73548|1590246
2402|11/4/2011|The Son of No One|15000000|30680|1148578
2403|10/25/2002|All the Queen's Men|15000000|22723|22723
2404|10/5/2007|The Good Night|15000000|22441|22441
2405|12/31/2008|Bathory|15000000|0|3436763
2406|12/31/2005|Dungeons & Dragons 2: The Elemental Might|15000000|0|909822
2407|2/5/2010|Shinjuku Incident|15000000|0|0
2408|6/29/2001|Pandaemonium|15000000|0|0
2409|12/31/2014|Automata|15000000|0|0
2410|2/12/1993|Groundhog Day|14600000|70906973|70906973
2411|11/1/1996|Romeo+Juliet|14500000|46338728|147542381
2412|7/22/2011|Elle s'appelait Sarah|14500000|7691700|25480031
2413|8/7/1992|Unforgiven|14400000|101157447|159157447
2414|1/27/2006|Manderlay|14200000|74205|543306
2415|3/23/1990|Pretty Woman|14000000|178406268|432645872
2416|9/18/1987|Fatal Attraction|14000000|156645693|320100000
2417|11/12/2008|Slumdog Millionaire|14000000|141319928|384519665
2418|12/17/1974|Towering Inferno|14000000|116000000|139700000
2419|12/20/1989|Born on the Fourth of July|14000000|70001698|70001698
2420|10/1/1993|Cool Runnings|14000000|68856263|155056263
2421|1/12/2007|Stomp the Yard|14000000|61356221|75525718
2422|1/16/2009|My Bloody Valentine|14000000|51545952|102754998
2423|10/22/1982|First Blood|14000000|47212904|125212904
2424|7/13/1977|The Spy Who Loved Me|14000000|46800000|185400000
2425|9/25/1998|Urban Legend|14000000|38116707|72571864
2426|12/9/1981|Taps|14000000|35856053|35856053
2427|2/24/2012|Tyler Perry's Good Deeds|14000000|35025791|35025791
2428|1/18/1991|White Fang|14000000|34729091|34729091
2429|12/21/1988|Dangerous Liaisons|14000000|34700000|34700000
2430|10/8/1999|Superstar|14000000|30628981|30628981
2431|12/30/2011|The Iron Lady|14000000|29959436|115592104
2432|7/23/1993|Poetic Justice|14000000|27450453|27450453
2433|10/4/2002|Jonah: A VeggieTales Movie|14000000|25571351|25608779
2434|3/8/2002|All About the Benjamins|14000000|25482931|25873145
2435|6/17/1977|Exorcist II: The Heretic|14000000|25011000|25011000
2436|10/27/1995|Vampire in Brooklyn|14000000|19637147|19637147
2437|5/5/2006|An American Haunting|14000000|16298046|30443277
2438|8/22/2003|My Boss's Daughter|14000000|15549702|15549702
2439|8/7/2009|A Perfect Getaway|14000000|15515460|22815460
2440|10/25/1996|Thinner|14000000|15171475|15171475
2441|8/21/1998|Dead Man on Campus|14000000|15064948|15064948
2442|5/14/1999|Tea with Mussolini|14000000|14395874|14395874
2443|6/22/1977|New York, New York|14000000|13800000|13800000
2444|4/26/2002|Jason X|14000000|13121555|16951798
2445|5/13/1994|Crooklyn|14000000|13024170|13024170
2446|3/16/2007|I Think I Love My Wife|14000000|12559771|13205411
2447|11/17/2006|Bobby|14000000|11242801|20597806
2448|2/2/2001|Head Over Heels|14000000|10397365|10397365
2449|4/23/1999|Lost and Found|14000000|6552255|6552255
2450|11/30/2007|Le Scaphandre et le Papillon|14000000|5990075|22754472
2451|10/6/2006|Little Children|14000000|5463019|14763019
2452|4/21/2000|Gossip|14000000|5108820|12591270
2453|3/26/1999|A Walk on the Moon|14000000|4741987|4741987
2454|10/27/2006|Catch a Fire|14000000|4299773|5699773
2455|9/7/2001|Soul Survivors|14000000|3100650|4288246
2456|5/22/2009|Easy Virtue|14000000|2656784|12656784
2457|3/31/1995|Jefferson in Paris|14000000|2461628|2461628
2458|8/6/2010|Flipped|14000000|1755212|1755212
2459|1/1/1978|Caravans|14000000|1000000|1000000
2460|6/25/2010|Les herbes folles|14000000|403952|1903952
2461|1/24/2003|Amen|14000000|274299|274299
2462|9/26/2008|The Lucky Ones|14000000|266967|266967
2463|9/30/2011|Margaret|14000000|47185|47185
2464|12/9/2005|Brokeback Mountain|13900000|83043761|174097801
2465|7/1/1995|Clueless|13700000|56598476|56598476
2466|3/30/1990|Teenage Mutant Ninja Turtles|13500000|135265915|202000000
2467|10/5/1956|The Ten Commandments|13500000|80000000|80000000
2468|11/8/2002|Far From Heaven|13500000|15901849|29027914
2469|10/12/2012|Seven Psychopaths|13500000|15024049|23492318
2470|11/22/2000|Quills|13500000|7060876|11732088
2471|1/29/1982|The Border|13500000|6118683|6118683
2472|2/18/2005|Downfall|13500000|5501940|93631742
2473|3/2/2001|The Caveman's Valentine|13500000|687081|892506
2474|4/1/2011|The Last Godfather|13400000|164247|164247
2475|12/17/2004|Mar adentro|13300000|2086345|39686345
2476|12/23/1987|Good Morning Vietnam|13000000|123922370|123922370
2477|12/3/2010|Black Swan|13000000|106954678|331266710
2478|1/12/2001|Save the Last Dance|13000000|91038276|131638276
2479|2/9/2011|Justin Bieber: Never Say Never|13000000|73013910|99034125
2480|2/11/2000|Snow Day|13000000|60008303|62452927
2481|1/23/2004|The Butterfly Effect|13000000|57924679|96046844
2482|12/11/1974|The Godfather: Part II|13000000|57300000|57300000
2483|7/17/1987|RoboCop|13000000|53424681|53424681
2484|3/15/2013|The Call|13000000|51872378|58938768
2485|8/19/1988|A Nightmare on Elm Street 4: The Dream Master|13000000|49369899|49369899
2486|11/21/2007|This Christmas|13000000|49121934|49733545
2487|2/14/2014|About Last Night|13000000|48637684|48637684
2488|12/15/2000|Dude, Where's My Car?|13000000|46729374|73180297
2489|8/12/1988|Young Guns|13000000|44726644|44726644
2490|3/31/1999|Ten Things I Hate About You|13000000|38177966|60414025
2491|5/10/2002|The New Guy|13000000|28972187|28972187
2492|2/5/1993|Loaded Weapon 1|13000000|27979399|27979399
2493|3/12/1999|Baby Geniuses|13000000|27151490|27151490
2494|4/24/1998|The Big Hit|13000000|27066941|27066941
2495|11/9/1990|Child's Play 2|13000000|26904572|34166572
2496|7/10/1996|Harriet the Spy|13000000|26570048|26570048
2497|3/1/2013|21 and Over|13000000|25682380|42195766
2498|11/21/2007|The Mist|13000000|25593755|54777490
2499|10/29/1999|Being John Malkovich|13000000|22858926|32382381
2500|9/7/2001|Two Can Play That Game|13000000|22235901|22391450
2501|3/22/2013|Admission|13000000|18007317|18007317
2502|9/21/2012|The Perks of Being a Wallflower|13000000|17742948|33384127
2503|6/29/2001|crazy/beautiful|13000000|16929123|19929123
2504|8/28/1998|54|13000000|16757163|16757163
2505|12/20/2006|Letters from Iwo Jima|13000000|13756082|68756082
2506|5/29/2009|Män som hatar kvinnor|13000000|12749992|109421911
2507|2/23/2007|The Astronaut Farmer|13000000|11003643|11141213
2508|6/12/1998|Dirty Work|13000000|10020081|10020081
2509|5/8/1998|Woo|13000000|8064972|8064972
2510|4/13/1994|Serial Mom|13000000|7881335|7881335
2511|8/4/1999|Dick|13000000|6276869|6276869
2512|11/10/1999|Light It Up|13000000|5871603|5871603
2513|8/24/2001|Bubble Boy|13000000|5002310|5002310
2514|2/1/2002|Birthday Girl|13000000|4919896|8130727
2515|5/4/2007|Paris, je t'aime|13000000|4857374|4857374
2516|8/24/2007|Resurrecting the Champ|13000000|3172382|3260555
2517|3/26/2010|Chloe|13000000|3075255|9675172
2518|3/2/2001|The Widow of St. Pierre|13000000|3058380|3058380
2519|4/5/1996|Faithful|13000000|2104439|2104439
2520|2/26/2010|Un Prophète|13000000|2087720|19910624
2521|12/3/2010|I Love You, Phillip Morris|13000000|2037459|15144685
2522|3/17/2006|Find Me Guilty|13000000|1173673|1788077
2523|5/14/1993|Excessive Force|13000000|1152117|1152117
2524|10/13/2006|Infamous|13000000|1151330|2613717
2525|7/29/2011|Attack the Block|13000000|1024175|5406422
2526|12/29/2000|The Claim|13000000|622023|1596672
2527|6/18/2010|The Killer Inside Me|13000000|217277|3617277
2528|3/30/2012|Womb|13000000|0|0
2529|12/31/2015|The Vatican Tapes|13000000|0|0
2530|7/12/2002|Crocodile Hunter: Collision Course|12500000|28436931|33436931
2531|9/3/2010|Machete|12500000|26593646|44331957
2532|12/19/2002|Antwone Fisher|12500000|21078145|23367586
2533|2/12/1982|La Guerre du feu|12500000|20959585|20959585
2534|11/22/2002|The Emperor's Club|12500000|14060950|16193713
2535|9/10/1993|True Romance|12500000|12281000|12281000
2536|9/11/2009|Sorority Row|12500000|11965282|26735797
2537|9/30/1992|Glengarry Glen Ross|12500000|10725228|10725228
2538|11/7/2008|The Boy in the Striped Pajamas|12500000|9046156|44083403
2539|4/2/1982|Cat People|12500000|7000000|21000000
2540|5/25/1979|The Prisoner of Zenda|12500000|7000000|7000000
2541|10/15/2010|Conviction|12500000|6797696|10133552
2542|10/12/2007|Lars and the Real Girl|12500000|5956480|10553442
2543|5/21/2010|Solitary Man|12500000|4360548|4360548
2544|9/22/2000|Dancer in the Dark|12500000|4157491|45557491
2545|12/17/2010|Casino Jack|12500000|2039869|2080869
2546|12/31/1997|Oscar and Lucinda|12500000|1612957|1612957
2547|11/1/1996|The Funeral|12500000|1212799|1412799
2548|9/3/2004|Tae Guik Gi: The Brotherhood of War|12500000|1110186|69826708
2549|4/16/2010|The Perfect Game|12500000|1089445|3931367
2550|11/18/1988|The Land Before Time|12300000|48092846|81972846
2551|6/20/1975|Jaws|12000000|260000000|470700000
2552|12/26/1973|The Exorcist|12000000|204868002|402735134
2553|7/9/1999|American Pie|12000000|101800948|234723148
2554|4/20/2012|Think Like a Man|12000000|91547205|96155124
2555|4/16/2014|Heaven is for Real|12000000|89510532|92439246
2556|6/6/2014|The Fault in Our Stars|12000000|85716256|125016256
2557|6/4/1982|Star Trek II: The Wrath of Khan|12000000|79912963|96800000
2558|12/12/1986|The Golden Child|12000000|79817937|79817937
2559|9/13/2002|Barbershop|12000000|75781642|77081642
2560|6/3/1983|War Games|12000000|74433837|74433837
2561|2/4/1994|Ace Ventura: Pet Detective|12000000|72217396|107217396
