num|date|name|budget|domestic|intl
824|12/13/1996|Jerry Maguire|50000000|153952592|274000000
825|12/24/1997|As Good as it Gets|50000000|148478011|314111923
826|12/25/1998|Patch Adams|50000000|135041968|202200000
827|12/18/2013|Anchorman 2: The Legend Continues|50000000|127359575|172959575
828|6/9/2011|Super 8|50000000|127004179|260095987
829|6/28/2002|Mr. Deeds|50000000|126293452|171269535
830|3/17/2000|Erin Brockovich|50000000|125548685|257805243
831|2/7/2003|How to Lose a Guy in 10 Days|50000000|105807520|177079973
832|11/11/1994|Interview with the Vampire: The Vampire Chronicles|50000000|105264608|223564608
833|12/19/2008|Yes Man|50000000|97690976|225990976
834|2/28/2014|Non-Stop|50000000|91742160|183742160
835|12/25/1998|Stepmom|50000000|91137662|159745279
836|8/9/2013|Disney Planes|50000000|90282580|219782580
837|3/10/2006|Failure to Launch|50000000|88715192|128402901
838|3/24/2006|Inside Man|50000000|88634237|184634237
839|7/29/2011|Crazy, Stupid, Love|50000000|84351197|148351197
840|2/5/1999|Payback|50000000|81526121|161626121
841|6/9/1995|Congo|50000000|81022333|152022333
842|3/20/2009|Knowing|50000000|79957634|187858642
843|3/18/2005|The Ring Two|50000000|75941727|161941727
844|11/26/2011|We Bought a Zoo|50000000|75624550|118924550
845|9/23/2011|Moneyball|50000000|75605492|111174374
846|6/11/2004|Garfield|50000000|75367693|200802638
847|11/24/2004|Christmas with the Kranks|50000000|73701902|96501902
848|6/13/2014|22 Jump Street|50000000|71251279|91851279
849|3/17/2006|V for Vendetta|50000000|70511035|129231542
850|3/10/1995|Outbreak|50000000|67823573|67823573
851|9/24/2004|The Forgotten|50000000|66711892|117211892
852|6/22/2005|Herbie: Fully Loaded|50000000|66010682|144110682
853|2/7/2003|Shanghai Knights|50000000|60470220|88316835
854|2/10/2006|Curious George|50000000|58640119|70114174
855|4/6/2012|American Reunion|50000000|56758835|235385481
856|1/25/2013|Hansel & Gretel: Witch Hunters|50000000|55703475|225703475
857|2/18/2011|I am Number Four|50000000|55100437|145982797
858|9/28/2001|Don't Say a Word|50000000|54997476|104488383
859|5/8/2002|Unfaithful|50000000|52752475|119114494
860|11/23/2005|Syriana|50000000|50824620|92690959
861|9/10/2004|Resident Evil: Apocalypse|50000000|50740078|128940078
862|2/14/1997|Absolute Power|50000000|50068310|50068310
863|9/12/1997|The Game|50000000|48265581|48265581
864|8/22/1997|G.I. Jane|50000000|48169156|48169156
865|4/21/2006|Silent Hill|50000000|46982632|99982632
866|8/11/2000|The Replacements|50000000|44737059|50054511
867|7/29/1998|The Negotiator|50000000|44705766|49105766
868|5/25/1994|Beverly Hills Cop III|50000000|42586861|119180938
869|6/15/1990|Gremlins 2: The New Batch|50000000|41476097|41476097
870|9/26/1997|The Peacemaker|50000000|41263140|62967368
871|10/3/2003|Out of Time|50000000|41083108|55489826
872|11/12/2004|Bridget Jones: The Edge Of Reason|50000000|40203020|263894551
873|2/11/2000|The Beach|50000000|39778599|39778599
874|6/10/2005|The Adventures of Sharkboy and Lavagirl in 3-D|50000000|39177684|69425966
875|2/18/1994|On Deadly Ground|50000000|38590458|38590458
876|11/25/2009|Ninja Assassin|50000000|38122883|61622883
877|5/28/2004|Raising Helen|50000000|37485528|43340302
878|9/17/1999|For Love of the Game|50000000|35188640|46112640
879|12/11/1998|Jack Frost|50000000|34645374|34645374
880|6/4/2010|Marmaduke|50000000|33644788|84023611
881|6/28/1996|Striptease|50000000|33109743|113309743
882|10/15/2010|Hereafter|50000000|32746941|105246941
883|4/19/2002|Murder by Numbers|50000000|31874869|56643267
884|10/6/1995|Assassins|50000000|30306268|83306268
885|12/31/2008|Defiance|50000000|28644813|42268745
886|2/9/2007|Hannibal Rising|50000000|27669725|80583311
887|10/15/1999|The Story of Us|50000000|27100030|27100030
888|3/29/2013|The Host|50000000|26623701|58188384
889|3/28/2003|Basic|50000000|26599248|42598498
890|8/9/2002|Blood Work|50000000|26199517|26199517
891|2/13/2009|The International|50000000|25450527|53850527
892|8/9/1996|Escape from L.A.|50000000|25426861|25426861
893|2/27/2004|Twisted|50000000|25195050|40119848
894|12/10/2004|The Life Aquatic with Steve Zissou|50000000|24006726|34806726
895|8/4/1999|The Iron Giant|50000000|23159305|31333917
896|9/30/2011|Dream House|50000000|21302340|39932340
897|9/4/2009|Gamer|50000000|20534907|35062683
898|2/25/2005|Man of the House|50000000|19699706|22099706
899|2/21/2003|The Life of David Gale|50000000|19694635|28920188
900|2/14/2013|Beautiful Creatures|50000000|19452138|55940671
901|9/30/2005|Into the Blue|50000000|18782227|41982227
902|9/14/2007|Eastern Promises|50000000|17181265|55367342
903|7/1/1994|Baby's Day Out|50000000|16581575|16581575
904|11/12/1999|The Messenger: The Story of Joan of Arc|50000000|14271297|14271297
905|11/3/1995|Fair Game|50000000|11497497|26097497
906|2/25/2011|Drive Angry|50000000|10721033|40886464
907|11/7/1997|Mad City|50000000|10561038|10561038
908|10/13/1995|The Scarlet Letter|50000000|10359006|10359006
909|10/14/2005|Domino|50000000|10169202|22969202
910|10/13/1995|Jade|50000000|9812870|9812870
911|3/29/2002|Death to Smoochy|50000000|8355815|8374062
912|11/13/2009|The Boat That Rocked|50000000|8017467|37472651
913|1/30/2004|The Big Bounce|50000000|6471394|6626115
914|3/3/2000|What Planet Are You From?|50000000|6291602|6291602
915|1/23/2009|Outlander|50000000|166003|1250617
916|12/31/2011|Hannibal the Conqueror|50000000|0|0
917|11/2/2001|The One|49000000|43905746|43905746
918|12/11/2009|Invictus|49000000|37491364|124491364
919|11/16/2012|Anna Karenina|49000000|12816367|70735540
920|5/24/1989|Indiana Jones and the Last Crusade|48000000|197171806|474171806
921|10/18/2002|The Ring|48000000|129094024|248218486
922|12/27/2000|Traffic|48000000|124107476|208300000
923|3/29/2002|Panic Room|48000000|95308367|196308367
924|8/6/1999|The Thomas Crown Affair|48000000|69304264|124304264
925|11/5/1999|The Bone Collector|48000000|66488090|151463090
926|10/1/1999|Three Kings|48000000|60652036|107752036
927|1/22/2010|The Tooth Fairy|48000000|60022256|112610386
928|8/17/2001|Rat Race|48000000|56607223|86607223
929|9/2/2007|3:10 to Yuma|48000000|53606916|71171825
930|10/26/2001|K-PAX|48000000|50315140|50315140
931|12/25/2001|Kate and Leopold|48000000|47095453|70937778
932|10/20/2000|Bedazzled|48000000|37879996|90376224
933|6/26/1998|Out of Sight|48000000|37562568|77562568
934|12/14/1984|The Cotton Club|48000000|25928721|25928721
935|1/25/2008|Rambo|47500000|42754105|112214531
936|6/15/1990|Dick Tracy|47000000|103738726|162738726
937|6/14/1996|The Cable Guy|47000000|60240295|102825796
938|10/19/2001|Riding in Cars with Boys|47000000|29781453|29781453
939|1/5/2007|Happily N'Ever After|47000000|15849032|37923818
940|11/27/2002|Solaris|47000000|14970038|14970038
941|6/18/2010|Jonah Hex|47000000|10547117|11022696
942|2/23/1996|Mary Reilly|47000000|5707094|12900000
943|6/20/1997|My Best Friend's Wedding|46000000|126813153|298923419
944|7/20/2001|America's Sweethearts|46000000|93607673|160648493
945|11/22/1996|Star Trek: First Contact|46000000|92027888|150000000
946|5/24/2002|Insomnia|46000000|67263182|113622499
947|9/20/2013|Prisoners|46000000|61002302|113402302
948|7/12/1996|Courage Under Fire|46000000|59003384|100833145
949|9/17/1982|Inchon|46000000|4408636|4408636
950|3/21/1997|Liar Liar|45000000|181410615|302710615
951|11/20/1998|A Bug's Life|45000000|162798565|363095319
952|5/27/1994|The Flintstones|45000000|130531208|358500000
953|10/24/2003|Scary Movie 3|45000000|110000082|155200000
954|12/22/2000|Miss Congeniality|45000000|106807667|213420951
955|7/11/2008|Journey to the Center of the Earth|45000000|101704370|240904370
956|12/17/1993|The Pelican Brief|45000000|100768056|187995859
957|8/11/2004|The Princess Diaries 2: Royal Engagement|45000000|95149435|122071435
958|12/25/2007|The Bucket List|45000000|93466502|174310293
959|7/20/1994|The Client|45000000|92115211|117615211
960|11/23/2011|The Muppets|45000000|88625922|160971922
961|6/5/1992|Patriot Games|45000000|83287363|178100000
962|5/13/2005|Monster-in-Law|45000000|82931301|155931301
963|10/5/2001|Training Day|45000000|76261036|104505362
964|12/24/1999|Galaxy Quest|45000000|71423726|90523726
965|7/4/2001|Scary Movie 2|45000000|71277420|141189101
966|8/21/1998|Blade|45000000|70141876|131237688
967|1/14/2005|Coach Carter|45000000|67264877|76669806
968|3/19/2010|The Bounty Hunter|45000000|67061228|134279918
969|4/12/2002|Changing Lanes|45000000|66790248|66790248
970|4/11/1997|Anaconda|45000000|65598907|136998907
971|1/20/2006|Underworld: Evolution|45000000|62318875|111318875
972|8/4/2000|Coyote Ugly|45000000|60786269|115786269
973|11/7/2003|Love Actually|45000000|59472278|247967903
974|8/9/1996|Jack|45000000|58617334|58617334
975|10/7/1994|The Specialist|45000000|57362581|57362581
976|8/16/1996|Tin Cup|45000000|53854588|75854588
977|11/23/2005|Yours, Mine and Ours|45000000|53359917|72359917
978|5/13/2005|Kicking and Screaming|45000000|52842724|55842724
979|4/29/2005|The Hitchhiker's Guide to the Galaxy|45000000|51019112|104019112
980|9/21/2007|Resident Evil: Extinction|45000000|50648679|146162920
981|12/25/2004|Fat Albert|45000000|48114556|48563556
982|7/6/2012|Savages|45000000|47323100|79020056
983|9/30/1994|The River Wild|45000000|46815000|94215000
984|5/23/2014|Blended|45000000|40872964|47372964
985|1/13/2006|Last Holiday|45000000|38399961|43343247
986|3/3/2006|16 Blocks|45000000|36895141|65595141
987|7/14/1995|The Indian in the Cupboard|45000000|35627222|35627222
988|9/10/2004|Cellular|45000000|32003620|61475984
989|7/28/2006|The Ant Bully|45000000|28142535|49610898
990|7/18/2003|Johnny English|45000000|28013509|163126676
991|12/14/1984|Dune|45000000|27447471|27447471
992|7/31/2009|Aliens in the Attic|45000000|25200412|59551283
993|9/14/2007|Across the Universe|45000000|24343673|29367143
994|12/26/2008|Revolutionary Road|45000000|22911480|79564960
995|8/29/2008|Babylon A.D.|45000000|22532572|70216497
996|11/4/1994|Frankenstein|45000000|22006296|112006296
997|10/4/1996|The Glimmer Man|45000000|20404841|36404841
998|7/17/1996|Multiplicity|45000000|20133326|20133326
999|1/19/2001|The Pledge|45000000|19719930|29406132
1000|12/16/2005|The Producers: The Movie Musical|45000000|19398532|32952995
1001|6/7/1996|The Phantom|45000000|17220599|17220599
1002|7/1/2005|Rebound|45000000|16809014|17492014
1003|2/19/2010|The Ghost Writer|45000000|15541549|65532491
1004|12/22/2000|All the Pretty Horses|45000000|15527125|18120267
1005|9/5/2008|Bangkok Dangerous|45000000|15298133|46598133
1006|12/20/1995|Nixon|45000000|13668249|34668249
1007|9/21/2012|Dredd|45000000|13414714|40868994
1008|1/30/1998|Deep Rising|45000000|11203026|11203026
1009|10/21/2011|Johnny English Reborn|45000000|8305970|164539660
1010|9/26/2008|Miracle at St. Anna|45000000|7916887|9110458
1011|4/5/2002|Big Trouble|45000000|7262288|8488871
1012|12/21/2006|Man cheng jin dai huang jin jia|45000000|6566773|75566773
1013|11/16/2007|Love in the Time of Cholera|45000000|4617608|31077418
1014|12/25/2002|Pinocchio|45000000|3681811|31681811
1015|1/31/1997|Shadow Conspiracy|45000000|2154540|2154540
1016|10/12/2012|Argo|44500000|136025503|221300694
1017|8/6/1993|The Fugitive|44000000|183875760|353715317
1018|5/22/1985|Rambo: First Blood Part II|44000000|150415432|300400000
1019|10/18/1996|Sleepers|44000000|53300852|165600852
1020|7/30/2010|Charlie St. Cloud|44000000|31206263|48478084
1021|2/2/1996|The Juror|44000000|22730924|22730924
1022|11/19/1980|Heaven's Gate|44000000|3484331|3484331
1023|6/28/2013|The Heat|43000000|159581587|230781587
1024|12/19/2000|Finding Forrester|43000000|51768623|80013623
1025|4/14/2000|28 Days|43000000|37035515|62063972
1026|5/13/2005|Danny the Dog|43000000|24537621|49037621
1027|4/12/2002|The Sweetest Thing|43000000|24430272|44633441
1028|1/28/2011|The Mechanic|42500000|29121498|76347393
1029|6/30/1993|The Firm|42000000|158340892|270340892
1030|5/28/1999|Notting Hill|42000000|116089678|363728226
1031|6/21/2000|Chicken Run|42000000|106793915|227793915
1032|1/16/2004|Along Came Polly|42000000|88073507|173044410
1033|7/1/1992|Boomerang|42000000|70052444|131052444
1034|7/10/2009|Brüno|42000000|60054530|130788243
1035|6/12/1963|Cleopatra|42000000|57000000|71000000
1036|10/12/2012|Here Comes the Boom|42000000|45290318|73239258
1037|4/5/2002|High Crimes|42000000|41543207|63781100
1038|11/15/1996|The Mirror Has Two Faces|42000000|41267469|41267469
1039|3/11/2011|Red Riding Hood|42000000|37662162|90300442
1040|1/25/2002|The Mothman Prophecies|42000000|35228696|56438555
1041|7/14/1989|License to Kill|42000000|34667015|156167015
1042|1/27/2012|One for the Money|42000000|26414527|36197221
1043|3/9/2001|15 Minutes|42000000|24375436|56331864
1044|9/16/2005|Lord of War|42000000|24149632|62142629
1045|5/28/1993|Super Mario Bros.|42000000|20844907|20844907
1046|10/2/1992|Hero|42000000|19487173|66787173
1047|12/3/2010|The Warrior's Way|42000000|5666340|8514325
1048|4/18/1997|McHale's Navy|42000000|4408420|4408420
1049|5/28/2010|Micmacs|42000000|1259693|11756922
1050|12/31/2006|Les Bronzés 3: amis pour la vie|42000000|0|83833602
1051|11/8/2002|8 Mile|41000000|116724075|242924075
1052|5/11/2001|A Knight's Tale|41000000|56083966|100622586
1053|8/22/2003|The Medallion|41000000|22108977|22108977
1054|8/6/1999|The Sixth Sense|40000000|293506292|672806292
1055|7/15/2005|The Wedding Crashers|40000000|209218368|283218368
1056|6/11/2010|The Karate Kid|40000000|176591618|359091618
1057|6/19/2009|The Proposal|40000000|163958031|314709717
1058|12/13/2013|American Hustle|40000000|150117807|248961826
1059|12/25/2003|Cheaper by the Dozen|40000000|138614544|189714544
1060|12/25/2013|Lone Survivor|40000000|125095601|136195601
1061|11/22/1989|Back to the Future Part II|40000000|118450002|332000000
1062|9/24/1999|Double Jeopardy|40000000|116735231|177835231
1063|7/25/2003|Spy Kids 3-D: Game Over|40000000|111760631|167851995
1064|7/24/1996|A Time to Kill|40000000|108766007|152266007
1065|7/1/1992|A League of Their Own|40000000|107533925|132440066
1066|10/1/2010|The Social Network|40000000|96962694|224922135
1067|4/12/2013|42|40000000|95020213|95020213
1068|8/7/2009|Julie & Julia|40000000|94125426|126646119
1069|2/6/2009|He's Just Not That Into You|40000000|93953653|178390243
1070|6/22/1984|The Karate Kid|40000000|90815558|90815558
1071|4/14/2006|Scary Movie 4|40000000|90710620|178710620
1072|2/4/2000|Scream 3|40000000|89138076|161838076
1073|5/24/1990|Back to the Future Part III|40000000|87666629|243700000
1074|4/25/2014|The Other Woman|40000000|82801285|180301285
1075|11/13/1992|Bram Stoker's Dracula|40000000|82522790|215862692
1076|2/17/2006|Eight Below|40000000|81612565|120612565
1077|12/24/1999|The Talented Mr. Ripley|40000000|81292135|128792135
1078|9/25/1992|The Last of the Mohicans|40000000|75505856|75505856
1079|10/29/2004|Ray|40000000|75305995|124823094
1080|4/1/2005|Sin City|40000000|74103820|158753820
1081|3/20/2009|I Love You, Man|40000000|71440011|91729503
1082|11/9/2001|Shallow Hal|40000000|70836296|70836296
1083|12/20/1991|JFK|40000000|70405498|205400000
1084|1/27/2006|Big Momma's House 2|40000000|70165972|137047376
1085|3/2/2001|The Mexican|40000000|66808615|145238250
1086|8/28/2009|The Final Destination|40000000|66477700|187384627
1087|4/17/2009|17 Again|40000000|64167069|139474906
1088|2/18/2011|Unknown|40000000|63686397|136123083
1089|6/4/2010|Get Him to the Greek|40000000|61153526|91455875
1090|11/30/2001|Behind Enemy Lines|40000000|58855732|58855732
1091|3/18/2011|The Lincoln Lawyer|40000000|58009200|87145086
1092|10/15/2004|Shall We Dance?|40000000|57887882|118097882
1093|2/15/2013|Escape From Planet Earth|40000000|57012977|74123914
1094|7/10/1998|Small Soldiers|40000000|55143823|71743823
1095|7/31/1997|Spawn|40000000|54979992|87949859
1096|1/25/2002|The Count of Monte Cristo|40000000|54228104|75389090
1097|10/20/2006|The Prestige|40000000|53089891|107896006
1098|6/16/2006|The Lake House|40000000|52330111|114830111
1099|7/9/2010|Predators|40000000|52000688|127234389
1100|7/31/1987|The Living Daylights|40000000|51185000|191200000
1101|12/8/2006|Apocalypto|40000000|50866635|121032272
1102|2/14/2007|Music and Lyrics|40000000|50572589|145021477
1103|6/18/1986|Legal Eagles|40000000|49851591|49851591
1104|3/12/2004|Secret Window|40000000|47958031|92111551
1105|8/12/2005|The Skeleton Key|40000000|47907715|92256918
1106|5/2/2008|Made of Honor|40000000|46012734|106548738
1107|11/21/1997|The Rainmaker|40000000|45916769|45916769
1108|2/7/1992|Medicine Man|40000000|44948240|44948240
1109|12/12/1997|Amistad|40000000|44229441|58267000
1110|8/12/2011|Final Destination 5|40000000|42587643|157887643
1111|4/8/2005|Fever Pitch|40000000|42071069|50071069
1112|12/21/1994|Ri¢hie Ri¢h|40000000|38087756|38087756
1113|5/30/2014|A Million Ways to Die in The West|40000000|37929755|64720743
1114|8/11/2000|Autumn in New York|40000000|37752931|90717684
1115|3/18/2011|Paul|40000000|37412945|100179814
1116|12/19/2012|The Guilt Trip|40000000|37134215|37134215
1117|8/26/2011|Colombiana|40000000|36665854|71698079
1118|2/26/1999|8MM|40000000|36443442|96398826
1119|2/18/2000|Hanging Up|40000000|36037909|51867723
1120|3/1/1991|The Doors|40000000|34416893|34416893
1121|8/20/1999|Mickey Blue Eyes|40000000|33864342|53864342
1122|10/20/2000|Pay it Forward|40000000|33508922|33508922
1123|3/21/2008|Drillbit Taylor|40000000|32862104|49686263
1124|7/1/1994|The Shadow|40000000|31835600|31835600
1125|11/10/2010|Morning Glory|40000000|31011732|60040974
1126|11/9/2005|Get Rich or Die Tryin'|40000000|30981850|46437122
1127|8/25/2000|The Art of War|40000000|30199105|30199105
1128|8/11/2000|Bless the Child|40000000|29374178|40435694
1129|11/23/2005|Rent|40000000|29077547|31670620
1130|4/2/1999|The Out-of-Towners|40000000|28544120|28544120
1131|8/23/1996|The Island of Dr. Moreau|40000000|27682712|27682712
1132|9/7/2001|The Musketeer|40000000|27053815|27053815
1133|2/29/2008|The Other Boleyn Girl|40000000|26814957|77714957
1134|2/16/2001|Sweet November|40000000|25288103|65754228
1135|4/5/2007|The Reaping|40000000|25126214|62226214
1136|1/7/2011|Season of the Witch|40000000|24827228|96502347
1137|6/3/1994|Renaissance Man|40000000|24172899|24172899
1138|5/15/1998|Quest for Camelot|40000000|22772500|38172500
1139|9/6/2002|City by the Sea|40000000|22433915|22433915
1140|1/15/1999|At First Sight|40000000|22365133|22365133
1141|1/16/2004|Torque|40000000|21176322|46176322
1142|11/13/2009|The Fantastic Mr. Fox|40000000|21002919|46498922
1143|9/22/1995|Showgirls|40000000|20350754|37750754
1144|2/16/1996|City Hall|40000000|20278055|20278055
1145|12/21/2012|The Impossible|40000000|19019882|169590606
1146|3/9/2012|A Thousand Words|40000000|18450127|18450127
1147|10/20/2006|Marie Antoinette|40000000|15962471|60862471
1148|10/6/2000|Get Carter|40000000|14967182|19417182
1149|4/21/1995|Kiss of Death|40000000|14942422|14942422
1150|4/26/2002|Life, or Something Like It|40000000|14448589|14448589
1151|5/15/1987|Ishtar|40000000|14375181|14375181
1152|2/28/1992|Memoirs of an Invisible Man|40000000|14358033|14358033
1153|10/23/2009|Amelia|40000000|14279575|19756077
1154|10/23/2009|Cirque du Freak: The Vampire's Assistant|40000000|14046595|34372469
1155|5/7/2004|New York Minute|40000000|14018364|21215882
1156|3/12/1999|The Deep End of the Ocean|40000000|13508635|13508635
1157|11/5/2004|Alfie|40000000|13395939|35195939
1158|8/30/2002|FearDotCom|40000000|13208023|13208023
1159|11/7/2008|Soul Men|40000000|12082391|12082391
1160|8/20/1999|Universal Soldier II: The Return|40000000|10447421|10717421
1161|9/25/2009|Pandorum|40000000|10330853|17033431
1162|9/26/2003|Duplex|40000000|9652000|10070651
1163|8/16/2013|Paranoia|40000000|7388654|7388654
1164|8/1/1980|Raise the Titanic|40000000|7000000|7000000
1165|1/4/2002|Impostor|40000000|6114237|6114237
1166|11/27/2002|Extreme Ops|40000000|4835968|12624471
1167|4/6/2001|Just Visiting|40000000|4777007|16172200
1168|7/20/2007|Sunshine|40000000|3688560|32030610
1169|3/11/1994|The Hudsucker Proxy|40000000|2816518|14938149
1170|7/1/1986|Pirates|40000000|1641825|6341825
1171|12/12/2008|Delgo|40000000|915840|915840
1172|10/13/2006|Alex Rider: Operation Stormbreaker|40000000|659210|9351567
1173|11/20/2009|Red Cliff|40000000|627047|119627047
1174|9/24/2004|The Last Shot|40000000|463730|463730
1175|4/2/2010|The Warlords|40000000|129078|38899792
1176|3/16/2007|Nomad|40000000|79123|79123
1177|8/14/2009|The Time Traveler's Wife|39000000|63414846|98666635
1178|6/17/1983|Superman III|39000000|59950623|59950623
1179|10/5/2012|Frankenweenie|39000000|35287788|81150788
1180|3/29/1996|Sgt. Bilko|39000000|30356589|37956589
1181|9/30/2005|Serenity|39000000|25514517|38514517
1182|2/20/2004|Against the Ropes|39000000|5881504|6429865
1183|6/22/2001|The Fast and the Furious|38000000|144512310|206512310
1184|9/27/2002|Sweet Home Alabama|38000000|127214072|182365114
1185|7/24/2009|The Ugly Truth|38000000|88915214|205230042
1186|8/7/2002|Spy Kids 2: The Island of Lost Dreams|38000000|85846296|119721296
1187|11/18/1994|Star Trek: Generations|38000000|75671262|120000000
1188|12/19/1997|Mouse Hunt|38000000|61894591|61894591
1189|10/8/2010|Life as We Know It|38000000|53374681|105887837
1190|12/29/1999|The Hurricane|38000000|50699241|73956241
1191|9/6/2013|Riddick|38000000|42025135|92425135
1192|3/23/2001|Heartbreakers|38000000|40334024|57753825
1193|5/24/2002|Enough|38000000|39177215|39177215
1194|2/6/2009|Push|38000000|31811527|44411527
1195|9/20/2013|Rush|38000000|26947624|95224595
1196|5/18/2001|Angel Eyes|38000000|24044532|29544532
1197|12/21/2001|Joe Somebody|38000000|22770864|24515990
1198|3/10/2000|The Ninth Gate|38000000|18653746|58394308
1199|9/27/1996|Extreme Measures|38000000|17378193|17378193
1200|9/7/2001|Rock Star|38000000|16991902|19317765
1201|2/2/1996|White Squall|38000000|10229300|10229300
1202|10/10/2008|City of Ember|38000000|7871693|11817059
1203|10/31/1997|Switchback|38000000|6504442|6504442
1204|11/30/2001|Texas Rangers|38000000|623374|623374
1205|8/26/2008|Virgin Territory|38000000|0|5473041
1206|5/18/2012|What to Expect When You're Expecting|37500000|41152203|80652203
1207|9/14/2012|The Master|37500000|16247159|25116740
1208|10/4/2008|The Express|37500000|9793406|9808102
1209|11/21/2008|Twilight|37000000|192769854|397923934
1210|8/7/2013|We're the Millers|37000000|150394119|270000119
1211|9/17/2010|The Town|37000000|92186262|152566881
1212|9/23/2011|Dolphin Tale|37000000|72286779|96068724
1213|9/12/2008|Burn After Reading|37000000|60355347|163415735
1214|4/4/2008|Nim's Island|37000000|48006762|94081683
1215|2/26/2010|Cop Out|37000000|44875481|55909910
1216|1/28/2011|The Rite|37000000|33047633|96047633
1217|7/18/2008|Space Chimps|37000000|30105968|67029956
1218|12/17/1999|Magnolia|37000000|22450975|48446802
1219|12/31/2009|Obitaemyy ostrov|36500000|0|15000000
1220|2/11/2011|Gnomeo and Juliet|36000000|99967670|193737977
1221|2/15/2002|John Q|36000000|71026631|102226631
1222|9/17/1999|Blue Streak|36000000|68208190|117448157
1223|10/7/1983|Never Say Never Again|36000000|55500000|160000000
1224|3/26/2010|Hot Tub Time Machine|36000000|50269859|63209958
1225|5/2/1997|Breakdown|36000000|50159144|50159144
1226|2/25/2011|Hall Pass|36000000|45060734|83693266
1227|4/4/2003|A Man Apart|36000000|26500000|43797731
1228|2/25/2000|Reindeer Games|36000000|23360779|23360779
1229|12/24/1999|Snow Falling on Cedars|36000000|14378353|14378353
1230|12/20/1996|Ghosts of Mississippi|36000000|13052741|13052741
1231|10/24/1997|Gattaca|36000000|12532777|12532777
1232|1/28/2000|Isn't She Great|36000000|2954405|2954405
1233|5/6/2011|There Be Dragons|36000000|1069334|4020990
1234|3/28/2003|Head of State|35200000|37788228|38283765
1235|6/5/2009|The Hangover|35000000|277322503|469553471
1236|11/20/2009|The Blind Side|35000000|255959475|305705795
1237|6/23/1989|Batman|35000000|251188924|411348924
1238|6/10/1999|Austin Powers: The Spy Who Shagged Me|35000000|206040085|310332636
1239|12/22/2010|True Grit|35000000|171243005|252276928
1240|5/15/1992|Lethal Weapon 3|35000000|144731527|319700000
1241|9/18/1998|Rush Hour|35000000|141186864|245300000
1242|2/8/2013|Identity Thief|35000000|134506920|176269721
1243|6/30/2006|The Devil Wears Prada|35000000|124740460|326551094
1244|7/8/2011|Horrible Bosses|35000000|117538559|214538559
1245|3/30/2001|Spy Kids|35000000|112692062|197692062
1246|12/13/2013|Saving Mr. Banks|35000000|83299761|101199761
1247|12/7/1979|Star Trek: The Motion Picture|35000000|82258456|139000000
1248|3/21/2008|21|35000000|81159365|157852532
1249|5/3/2008|What Happens in Vegas...|35000000|80277646|218535708
1250|11/15/1991|Cape Fear|35000000|79091969|182291969
1251|11/15/1996|The English Patient|35000000|78716374|231716374
1252|3/25/2005|Guess Who|35000000|68915888|102115888
1253|9/19/1997|L.A. Confidential|35000000|64604977|110604977
1254|7/29/2005|Sky High|35000000|63939454|81627454
1255|9/19/1997|In & Out|35000000|63826569|83226569
1256|4/30/2010|A Nightmare on Elm Street|35000000|63075011|117729621
1257|8/18/2000|The Cell|35000000|61280963|85911226
1258|7/7/1995|Species|35000000|60054449|113354449
1259|4/7/2006|The Benchwarmers|35000000|59843754|65063726
1260|10/8/2010|Secretariat|35000000|59699513|60376247
1261|3/13/1998|The Man in the Iron Mask|35000000|56968169|56968169
1262|3/23/2007|TMNT|35000000|54149098|96096018
1263|10/24/2003|Radio|35000000|52333738|53293628
1264|11/25/2009|Old Dogs|35000000|49492060|95104304
1265|11/18/1992|Malcolm X|35000000|48169910|48169910
1266|7/29/2005|Must Love Dogs|35000000|43894863|58894863
1267|7/3/2007|License to Wed|35000000|43799818|70187088
1268|2/28/1997|Donnie Brasco|35000000|41954997|65303052
1269|10/17/2008|Max Payne|35000000|40687294|85761789
1270|3/15/2002|Resident Evil|35000000|40119709|103787401
1271|3/26/2004|The Ladykillers|35000000|39692139|77392139
1272|5/6/2011|Something Borrowed|35000000|39046489|65084116
1273|12/1/2006|The Nativity Story|35000000|37629831|46432264
1274|10/28/2011|In Time|35000000|37553932|170064664
1275|4/23/2010|The Back-up Plan|35000000|37490007|75281179
1276|11/17/2000|Bounce|35000000|36805288|53425292
1277|12/3/2004|Closer|35000000|33987757|115476509
1278|12/23/1994|Street Fighter|35000000|33423000|99423000
1279|11/21/2001|Black Knight|35000000|33422806|33422806
1280|7/22/2005|The Bad News Bears|35000000|32868349|33500620
1281|12/27/2002|The Pianist|35000000|32519322|120000000
1282|5/6/2005|House of Wax|35000000|32064800|70064800
1283|10/19/2001|From Hell|35000000|31598308|68712365
1284|2/22/2002|Queen of the Damned|35000000|30307804|30307804
1285|8/20/2010|Nanny McPhee and the Big Bang|35000000|29197642|97799865
1286|1/25/2008|Untraceable|35000000|28687835|52649951
1287|11/21/1990|Predator 2|35000000|28317513|54768418
1288|9/23/2011|Abduction|35000000|28087155|86648359
1289|12/5/1980|Flash Gordon|35000000|27107960|27107960
1290|3/28/2008|Superhero Movie|35000000|26638520|73026302
1291|2/12/1999|Blast from the Past|35000000|26613620|26613620
1292|3/26/2004|Jersey Girl|35000000|25266129|37066129
1293|11/21/1997|Midnight in the Garden of Good and Evil|35000000|25078937|25078937
1294|11/9/2001|Heist|35000000|23483357|28906817
1295|4/9/2004|Ella Enchanted|35000000|22913677|22913677
